Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender_Encoded,BMI_Category,Age_Group,Heart_Rate_Reserve,Calorie_Burn_Rate,Workout_Intensity,Recovery_Index,Member_Engagement,Body_Composition_Score
18,125.9,1.67,172,153,60,1.46,1229.0,20.6,2.2,3,2,45.14,1,3,0,112,836.0544217687075,0.8894831695831639,3.3314825097168237,6,99.9646
25,43.1,1.62,196,161,65,1.04,837.0,33.6,1.8,4,2,16.42,0,0,0,131,797.1428571428571,0.8213866639457171,2.5989604158336665,8,28.618399999999998
27,88.5,1.98,161,153,53,1.8,1515.0,11.1,3.5,4,3,22.57,1,1,0,108,837.0165745856353,0.9502515371716043,1.9622362088115513,12,78.6765
29,56.2,1.77,191,123,61,0.68,418.0,33.4,2.6,3,1,17.94,0,0,0,130,605.7971014492753,0.64394534317575,2.102723198896932,3,37.4292
35,78.0,1.67,198,168,57,1.13,949.0,33.3,2.5,4,2,27.97,0,2,1,141,832.4561403508773,0.8484419978788951,1.6281062553556127,8,52.026
43,46.2,1.63,176,139,65,1.18,812.0,21.7,2.1,2,1,17.39,1,0,1,111,682.3529411764706,0.7897278563717971,1.5112764473378284,2,36.174600000000005
52,70.9,1.72,194,143,66,1.31,927.0,20.2,2.6,3,2,23.97,1,1,2,128,702.2727272727273,0.7370754084840988,1.2689867333205154,6,56.57820000000001
47,41.6,1.58,160,163,68,1.03,756.0,26.6,2.1,4,2,16.66,0,0,1,92,726.9230769230769,1.0186863321042436,1.446500744522442,8,30.5344
58,82.2,1.87,171,143,55,1.57,1111.0,10.7,3.5,4,3,23.51,1,1,2,116,703.1645569620252,0.8362084088649787,0.9481123944147561,12,73.4046
39,102.3,1.94,192,134,50,0.89,656.0,22.9,2.4,3,1,27.18,1,2,1,142,728.8888888888889,0.6978803187333993,1.2817226352217381,3,78.8733
59,54.6,1.57,164,169,64,0.58,441.0,29.2,2.3,3,1,22.15,0,1,2,100,747.4576271186442,1.030424974086946,1.0845619386544654,3,38.6568
26,127.6,1.73,167,160,62,1.32,1162.0,27.3,2.9,3,1,42.63,1,3,0,105,873.6842105263157,0.9580264654811089,2.3836985774702035,3,92.7652
57,60.9,1.52,196,157,66,1.31,926.0,30.6,1.8,3,2,26.36,0,2,2,130,701.5151515151515,0.8009795418601092,1.1576916330468339,6,42.264599999999994
40,52.6,1.66,198,120,71,1.27,762.0,32.9,1.7,3,2,19.09,0,1,1,127,595.3125,0.606029998484925,1.7745563609097725,6,35.2946
48,56.8,1.51,185,126,52,1.37,777.0,32.1,2.1,4,2,24.91,0,1,1,133,563.0434782608695,0.681044267877412,1.0831076858987712,8,38.5672
40,93.6,1.93,188,157,60,1.38,1192.0,22.1,2.0,3,1,25.13,1,2,1,128,857.5539568345324,0.835061964789107,1.4996250937265685,3,72.9144
21,76.3,1.65,180,154,62,1.14,878.0,31.8,1.7,3,2,28.03,0,2,0,118,763.4782608695652,0.855508027331815,2.9509757258448355,6,52.03659999999999
27,71.2,1.97,181,151,73,0.74,615.0,25.9,3.6,3,1,18.35,1,0,0,108,820.0,0.834208054803602,2.7027027027027026,3,52.7592
49,70.2,1.67,186,166,50,0.93,695.0,32.5,1.8,3,1,25.17,0,2,1,136,739.3617021276596,0.8924251384334176,1.0201999591920017,3,47.385000000000005
56,109.6,1.66,188,166,66,1.29,1060.0,20.5,3.1,3,2,39.77,1,3,2,122,815.3846153846154,0.8829317589489921,1.1783610069630424,6,87.132
43,42.2,1.65,162,148,59,1.33,886.0,34.6,2.3,3,2,15.5,0,0,1,103,661.1940298507462,0.9135238565520647,1.3717740060451058,6,27.598799999999997
37,124.2,1.76,168,158,50,1.5,1304.0,29.3,2.8,2,1,40.1,1,3,1,118,863.5761589403974,0.9404202130825546,1.3509862199405567,2,87.80940000000001
54,67.5,1.54,182,140,50,0.72,454.0,25.2,1.5,3,1,28.46,0,2,2,132,621.9178082191781,0.7691885061260371,0.9257544899092761,3,50.49
54,114.9,1.92,188,135,71,1.2,802.0,20.7,2.6,4,2,31.17,1,3,2,117,662.8099173553719,0.7180469123982767,1.314571375671172,8,91.1157
43,127.7,1.69,171,155,53,1.14,875.0,24.1,2.9,3,2,44.71,1,3,1,118,760.8695652173914,0.9063797438746273,1.2322715647523832,6,96.9243
19,72.0,1.94,199,148,62,1.17,952.0,24.7,3.2,3,2,19.13,1,1,0,137,806.7796610169491,0.7436812220491433,3.2614413466596526,6,54.216
54,75.6,1.72,194,154,60,0.97,672.0,26.4,1.9,3,1,25.55,0,2,2,134,685.7142857142858,0.7937735168290295,1.1109053878911312,3,55.6416
39,127.5,1.82,180,161,70,1.26,1116.0,29.8,3.0,3,2,38.49,1,3,1,110,878.7401574803149,0.8943947558468974,1.7944116893104334,6,89.505
39,68.6,1.64,162,154,53,1.33,1024.0,32.4,1.5,3,2,25.51,0,2,1,109,764.1791044776119,0.9505586074933646,1.3586259933350424,6,46.37359999999999
34,88.0,1.64,197,147,70,1.9,1536.0,14.4,3.5,4,3,32.72,1,3,1,127,804.1884816753927,0.7461550175118015,2.0582181711261396,12,75.328
22,106.8,1.82,170,130,50,1.0,715.0,28.2,2.3,4,2,32.24,1,3,0,120,707.9207920792079,0.7646609022998647,2.2716946842344385,8,76.6824
50,64.5,1.79,163,130,61,1.17,753.0,28.1,2.4,4,2,20.13,1,1,2,102,638.135593220339,0.7974970860683394,1.219756048790242,8,46.375499999999995
24,59.4,1.5,199,132,60,1.25,825.0,25.0,2.0,3,2,26.4,0,2,0,139,654.7619047619047,0.6632832520978845,2.4989587671803415,6,44.55
53,73.4,1.76,169,151,70,1.09,815.0,27.9,2.8,3,2,23.7,1,1,2,99,740.9090909090909,0.8934382580912372,1.3205055649877382,6,52.92140000000001
36,47.2,1.74,196,160,53,1.5,1200.0,32.2,1.6,4,2,15.59,0,0,1,143,794.7019867549669,0.8162848834243152,1.471813385170786,8,32.001599999999996
22,72.1,1.62,183,123,59,1.38,849.0,25.1,2.1,3,1,27.47,0,2,0,124,610.7913669064749,0.6720944210698869,2.6805997273966375,3,54.0029
55,91.8,1.78,165,153,65,1.44,1091.0,23.5,3.4,3,1,28.97,1,2,2,100,752.4137931034483,0.9272165323313739,1.1816033448463916,3,70.227
57,78.4,1.62,185,149,52,1.01,677.0,31.7,2.0,4,2,29.87,0,2,2,133,663.7254901960785,0.8053618723312254,0.912120680582354,8,53.54720000000001
18,72.2,1.54,194,125,54,0.97,606.0,27.1,1.7,2,1,30.44,0,3,0,140,618.3673469387755,0.6442966857378486,2.998334258745141,2,52.6338
21,80.9,1.9,194,137,55,1.8,1356.0,11.7,3.5,4,3,22.41,1,1,0,139,749.171270718232,0.7061491675686821,2.6178010471204187,12,71.4347
52,65.9,1.52,188,139,53,1.27,794.0,27.0,2.3,4,2,28.52,0,2,2,135,620.3125,0.7393223764693367,1.0190348009998078,8,48.107000000000006
54,75.6,1.61,180,155,52,1.41,983.0,34.9,2.5,4,2,29.17,0,2,2,128,692.2535211267606,0.861063274262541,0.9627846695056471,8,49.215599999999995
39,107.7,1.88,162,160,59,0.72,634.0,28.1,3.6,2,1,30.47,1,3,1,103,868.4931506849315,0.9875933584346646,1.512432709561651,2,77.4363
20,44.2,1.61,177,122,69,1.08,659.0,32.4,2.5,2,1,17.05,0,0,0,108,604.5871559633027,0.6892265973673805,3.4482758620689653,2,29.879199999999997
53,78.3,1.65,164,126,50,1.24,703.0,33.7,1.6,3,1,28.76,0,2,2,114,562.4,0.7682458386683739,0.9432182607055273,3,51.9129
42,46.6,1.77,184,139,63,0.61,382.0,28.1,2.6,2,1,14.87,0,0,1,121,616.1290322580645,0.7553937286017065,1.4996429421566295,2,33.5054
18,54.8,1.68,176,158,71,1.27,1003.0,32.0,2.2,4,2,19.42,0,1,0,105,783.59375,0.8976762683938413,3.942254303164908,8,37.263999999999996
35,64.2,1.59,199,145,66,1.63,1182.0,16.6,2.7,5,3,25.39,0,2,1,133,720.7317073170732,0.7286066026832823,1.8851756640959727,15,53.5428
43,102.6,1.72,190,147,58,0.82,597.0,27.5,2.0,2,1,34.68,1,3,1,132,719.277108433735,0.773643492447766,1.3485235991629854,2,74.38499999999999
18,52.3,1.74,187,165,58,1.2,990.0,29.4,2.2,2,1,17.27,0,0,0,129,818.1818181818182,0.8823057590503182,3.220433092726263,2,36.92379999999999
41,94.5,2.0,179,136,69,1.18,794.0,27.6,3.7,3,1,23.62,1,1,1,110,667.2268907563025,0.7597340930674265,1.6825164594001465,3,68.41799999999999
54,116.4,2.0,184,123,65,1.13,688.0,26.2,3.1,3,1,29.1,1,2,2,119,603.5087719298247,0.6684419325036683,1.2034808368820589,3,85.9032
27,89.3,1.64,192,162,64,1.82,1622.0,12.1,3.5,4,3,33.2,1,3,0,128,886.3387978142076,0.8437060569761992,2.3694927804516843,12,78.4947
20,83.0,1.8,167,160,73,0.79,695.0,29.6,2.9,2,1,25.62,1,2,0,94,868.75,0.9580264654811089,3.648175912043978,2,58.431999999999995
57,46.1,1.76,165,130,60,1.44,842.0,25.8,1.7,3,2,14.88,0,0,2,105,580.6896551724138,0.7878310405429975,1.0524469391334854,6,34.2062
41,78.8,1.72,172,132,62,1.01,660.0,27.3,3.1,4,2,26.64,1,2,1,110,647.0588235294117,0.767397244346259,1.5118263838088273,8,57.2876
45,65.1,1.78,180,158,66,1.46,1038.0,31.3,2.3,3,1,20.55,0,1,1,114,706.1224489795918,0.8777290150547192,1.4663408131526328,3,44.7237
56,55.6,1.92,181,136,62,0.68,458.0,29.4,3.2,3,1,15.08,1,0,2,119,663.7681159420289,0.7513397049886748,1.1069451883592216,3,39.2536
45,48.2,1.64,168,159,67,1.25,894.0,32.1,2.5,4,2,17.92,0,0,1,101,709.5238095238095,0.9463722397476341,1.4885580982004,8,32.7278
29,86.7,1.62,174,122,55,1.52,1020.0,13.9,3.5,4,3,33.04,1,3,0,119,666.6666666666666,0.7011091316591,1.8958979662185451,12,74.6487
53,68.0,1.7,181,139,57,1.06,663.0,25.1,2.4,4,2,23.53,0,1,2,124,619.626168224299,0.7679133749516601,1.075268817204301,8,50.932
46,72.6,1.87,188,161,64,1.31,1044.0,22.6,3.4,4,2,20.76,1,1,1,124,790.9090909090909,0.8563374288601671,1.3910019560965008,8,56.1924
50,56.5,1.6,196,140,61,1.88,1184.0,19.2,2.7,5,3,22.07,0,1,2,135,626.4550264550265,0.7142492729962757,1.219756048790242,15,45.652
51,74.6,1.55,177,132,50,0.71,422.0,33.3,2.1,2,1,31.05,0,3,2,127,586.1111111111111,0.7457205807581493,0.9801999607920016,2,49.7582
49,79.2,1.72,194,128,69,1.46,925.0,29.9,3.3,3,1,26.77,1,2,1,125,629.2517006802722,0.659759806195557,1.4078759436849624,3,55.519200000000005
55,128.4,1.68,178,165,52,1.13,923.0,20.4,2.6,4,2,45.49,1,3,2,126,809.6491228070176,0.9269142183023427,0.9452826758771132,8,102.20640000000002
47,68.7,1.76,161,137,66,1.37,845.0,27.7,2.4,3,2,22.18,0,1,1,95,612.3188405797101,0.8508788274020248,1.4039566049776644,6,49.670100000000005
25,81.7,1.95,188,136,74,1.94,1451.0,13.8,3.5,4,3,21.49,1,1,0,114,744.1025641025641,0.7233657784160418,2.9588164734106357,12,70.4254
39,105.5,1.99,199,133,71,0.81,593.0,26.4,2.5,2,1,26.64,1,2,1,128,723.170731707317,0.6683081252198382,1.8200461420148681,2,77.648
26,54.2,1.65,172,120,58,1.07,642.0,34.9,1.9,4,2,19.91,0,1,0,114,594.4444444444445,0.6976338584965991,2.229911572472126,8,35.284200000000006
49,45.2,1.74,164,156,73,1.24,870.0,30.8,2.1,3,2,14.93,0,0,1,91,696.0,0.9511615145417963,1.4894919404203224,6,31.2784
20,128.2,1.84,164,132,58,0.83,603.0,26.2,2.3,3,1,37.87,1,3,0,106,717.8571428571429,0.8048289738430584,2.898550724637681,3,94.6116
46,59.4,1.68,165,147,62,1.16,844.0,20.2,2.5,4,2,21.05,1,1,1,103,721.3675213675214,0.8908550996909279,1.347533144968485,8,47.4012
47,61.9,1.54,190,131,61,1.95,1150.0,16.4,2.7,4,3,26.1,0,2,1,129,586.7346938775511,0.6894373980316826,1.2975962561157202,12,51.748400000000004
54,72.3,1.78,163,149,72,1.27,852.0,27.7,1.8,2,1,22.82,0,1,2,91,665.625,0.9140543524937121,1.3330864654693575,2,52.27290000000001
56,84.6,1.63,184,141,52,1.01,705.0,20.2,2.9,4,2,31.84,1,3,2,132,691.1764705882352,0.7662627031139613,0.9284056418496698,8,67.5108
19,72.4,1.75,169,140,64,1.2,840.0,31.0,1.7,4,2,23.64,0,1,0,105,694.2148760330579,0.8283533518726703,3.3666491320357705,8,49.956
43,66.5,1.83,178,136,59,1.11,747.0,27.1,2.4,3,2,19.86,1,1,1,119,666.9642857142857,0.7640020223582945,1.3717740060451058,6,48.4785
23,87.3,1.91,164,129,58,1.87,1327.0,11.8,3.5,5,3,23.93,1,1,0,106,705.8510638297872,0.7865374062557161,2.5206431986093003,15,76.9986
37,49.1,1.74,193,138,52,1.11,842.0,22.3,2.6,3,2,16.22,1,0,1,141,751.7857142857142,0.7149888606807938,1.405025668738179,6,38.1507
46,54.4,1.72,194,161,73,0.91,725.0,24.8,2.9,2,1,18.39,1,0,1,121,788.0434782608695,0.829854131230349,1.5866116061725712,2,40.9088
47,55.6,1.77,198,138,68,1.2,820.0,24.3,2.9,4,2,17.75,1,0,1,130,677.6859504132232,0.6969344982576637,1.446500744522442,8,42.0892
32,68.1,1.66,167,122,54,1.11,677.0,33.4,2.3,4,2,24.71,0,1,1,113,604.4642857142857,0.7304951799293455,1.6869728209934396,8,45.3546
38,59.1,1.72,196,148,68,1.07,792.0,31.3,1.7,3,2,19.98,0,1,1,128,733.3333333333333,0.7550635171674915,1.7890028939752698,6,40.6017
56,125.3,1.86,197,129,64,1.0,639.0,22.7,2.2,3,2,36.22,1,3,2,133,632.6732673267327,0.6547890970001523,1.142653097661132,6,96.8569
40,63.0,2.0,176,161,71,1.42,1257.0,26.8,2.9,4,2,15.75,1,0,1,105,879.0209790209791,0.9147207545025852,1.7745563609097725,8,46.116
18,58.1,1.61,175,150,71,1.9,1425.0,15.3,2.7,4,3,22.41,0,1,0,104,746.0732984293194,0.8570938803496944,3.942254303164908,12,49.2107
55,70.8,1.62,166,162,68,0.54,394.0,26.0,1.8,3,1,26.98,0,2,2,98,716.3636363636363,0.9758448286247817,1.236138883839302,3,52.391999999999996
26,73.7,1.66,177,125,72,0.93,639.0,26.7,2.2,2,1,26.75,1,2,0,105,679.7872340425531,0.7061747923846111,2.7681660899653977,2,54.0221
52,60.3,1.68,182,125,64,1.6,900.0,16.5,2.7,4,3,21.36,0,1,2,118,559.0062111801242,0.6867754518982474,1.2305325898865602,12,50.3505
19,82.4,1.96,174,169,62,1.9,1766.0,10.1,3.5,5,3,21.45,1,1,0,112,924.607329842932,0.9712085512326878,3.2614413466596526,15,74.0776
49,61.0,1.87,180,131,61,1.14,739.0,21.3,3.0,4,2,17.44,1,0,1,119,642.608695652174,0.7277373479251154,1.2446439502142421,8,48.007000000000005
50,90.8,1.71,173,153,62,1.07,810.0,22.6,3.4,4,2,31.05,1,3,2,111,750.0,0.8843419455522803,1.239752049590082,8,70.2792
53,94.1,1.95,177,138,50,0.89,608.0,28.6,3.5,3,1,24.75,1,1,2,127,675.5555555555555,0.7796169707926106,0.9432182607055273,3,67.1874
58,74.6,1.68,173,159,60,1.03,737.0,26.0,2.0,4,2,26.43,0,2,2,113,708.6538461538461,0.9190220218484482,1.034304430270643,8,55.20399999999999
50,69.3,1.68,182,135,51,1.2,729.0,30.3,2.0,2,1,24.55,0,1,2,131,602.4793388429753,0.7417174880501072,1.0197960407918416,2,48.3021
19,127.9,1.93,185,168,70,1.27,1173.0,21.8,3.0,4,2,34.34,1,3,0,115,916.40625,0.9080590238365495,3.682272488164124,8,100.01780000000001
57,43.8,1.75,180,160,73,1.39,1001.0,25.1,1.7,2,1,14.3,0,0,2,107,715.0,0.8888395089161714,1.2804771092790739,2,32.8062
50,69.6,1.96,166,139,68,0.97,667.0,25.6,2.0,3,1,18.12,1,0,2,98,680.6122448979592,0.8372989578941028,1.3597280543891221,3,51.782399999999996
45,41.2,1.58,195,168,71,1.47,1111.0,28.7,2.6,2,1,16.5,0,0,1,124,750.6756756756757,0.8614942823444952,1.5774272383914687,2,29.375600000000006
55,87.5,1.88,191,134,73,1.19,789.0,27.2,2.6,4,2,24.76,1,1,2,118,657.5,0.7015339511020365,1.327031448827486,8,63.699999999999996
28,62.4,1.6,178,129,62,1.1,710.0,34.1,1.7,3,2,24.37,0,1,0,116,639.6396396396395,0.7246783888545588,2.2134951802927523,6,41.1216
25,62.6,1.65,174,142,61,1.2,852.0,27.9,2.2,3,1,22.99,0,1,0,113,704.1322314049587,0.8160450548819034,2.4390243902439024,3,45.134600000000006
40,55.1,1.61,184,158,64,1.55,1224.0,16.9,2.7,4,3,21.26,0,1,1,120,784.6153846153846,0.8586489864681268,1.5996000999750064,12,45.7881
22,44.8,1.72,166,132,54,1.48,977.0,28.6,1.8,4,2,15.14,0,0,0,112,655.7046979865772,0.7951328233238962,2.453430258973194,8,31.987199999999998
46,103.9,1.77,194,148,54,1.18,864.0,20.9,2.9,2,1,33.16,1,3,1,140,726.0504201680673,0.7628472759136128,1.1736579004564225,2,82.18490000000001
18,63.2,1.63,162,120,73,0.66,436.0,27.5,2.2,3,1,23.79,1,1,0,89,650.7462686567163,0.7406950188259984,4.053303720155469,3,45.82
54,58.4,1.59,186,166,73,1.08,807.0,32.5,1.9,2,1,23.1,0,1,2,113,740.3669724770641,0.8924251384334176,1.351601555267543,2,39.42
23,71.4,1.72,164,169,74,1.25,1056.0,25.6,1.5,2,1,24.13,0,1,0,90,838.0952380952381,1.030424974086946,3.215993046501521,2,53.1216
18,57.2,1.75,193,160,74,1.29,1032.0,33.5,2.4,3,2,18.68,0,1,0,119,793.8461538461538,0.8289725920936739,4.1088284286507495,6,38.038000000000004
43,61.2,1.88,175,163,68,1.03,831.0,24.7,2.9,3,1,17.32,1,0,1,107,799.0384615384615,0.9313753499800012,1.5810276679841897,3,46.083600000000004
41,61.9,1.64,166,131,68,1.93,1138.0,19.4,2.7,4,3,23.01,0,1,1,98,586.5979381443299,0.7891090898138666,1.6581321628871009,12,49.891400000000004
53,51.7,1.7,175,152,72,1.15,865.0,23.6,3.5,3,2,17.89,1,0,2,103,745.6896551724138,0.868521798754357,1.3582342954159594,6,39.4988
26,62.4,1.61,198,139,58,1.88,1307.0,19.8,2.7,4,3,24.07,0,1,0,140,691.5343915343916,0.7019847482450382,2.229911572472126,12,50.0448
22,98.4,1.88,194,135,71,0.52,386.0,21.3,2.2,2,1,27.84,1,2,0,123,728.3018867924528,0.6958404205968765,3.225806451612903,2,77.44080000000001
28,52.0,1.61,168,164,70,1.32,1082.0,27.9,2.0,3,2,20.06,0,1,0,98,813.5338345864661,0.9761323730730315,2.4991074616208495,6,37.492000000000004
54,78.7,1.66,195,131,55,1.42,921.0,22.9,2.6,3,2,28.56,1,2,2,140,644.0559440559441,0.6717604225424337,1.0183299389002036,6,60.6777
22,86.2,1.9,186,128,58,1.91,1345.0,11.7,3.5,5,3,23.88,1,1,0,128,700.5208333333334,0.6881350465028763,2.635165833711949,15,76.11460000000001
34,46.9,1.61,196,161,69,1.02,821.0,28.6,1.7,3,2,18.09,0,0,1,127,797.0873786407767,0.8213866639457171,2.028815054395766,6,33.486599999999996
37,103.5,1.89,175,168,57,0.54,499.0,26.4,3.1,2,1,28.97,1,2,1,118,907.2727272727273,0.9599451459916577,1.5401242907322346,2,76.176
47,127.8,1.65,198,157,60,0.77,598.0,28.7,3.5,2,1,46.94,1,3,1,138,766.6666666666666,0.7928892480177769,1.2763241863433312,2,91.12140000000001
37,75.1,1.82,189,127,60,1.23,859.0,26.4,3.2,4,2,22.67,1,1,1,129,692.741935483871,0.6719221205227237,1.621183463928668,8,55.273599999999995
52,82.4,1.72,166,137,53,1.01,685.0,24.4,2.7,4,2,27.85,1,2,2,113,671.5686274509803,0.8252514908740438,1.0190348009998078,8,62.2944
35,65.8,1.62,189,158,69,1.0,790.0,33.8,1.5,4,2,25.07,0,2,1,120,782.1782178217821,0.8359346066345696,1.9708654670094259,8,43.5596
35,62.8,1.63,184,160,63,1.41,1241.0,21.9,3.7,4,2,23.64,1,1,1,121,873.943661971831,0.8695179609803816,1.7994858611825193,8,49.0468
22,45.7,1.77,164,139,73,1.04,795.0,20.7,2.4,3,1,14.59,1,0,0,91,757.1428571428571,0.8475092982135236,3.3166742389822805,3,36.240100000000005
51,102.6,1.77,193,130,59,1.21,779.0,21.0,3.4,2,1,32.75,1,3,2,134,638.5245901639345,0.67354023107611,1.1566359537345619,2,81.054
34,69.2,1.53,167,134,59,1.36,911.0,28.5,2.1,2,1,29.56,0,2,1,108,664.963503649635,0.8023471648404288,1.7347838870920318,2,49.47800000000001
41,82.5,1.79,185,139,61,1.69,1163.0,14.7,3.5,4,3,25.75,1,2,1,124,684.1176470588235,0.7513107399600022,1.4874420872957816,12,70.3725
52,57.9,1.56,166,152,68,1.66,1135.0,15.8,2.7,4,3,23.79,0,1,2,98,679.6407185628743,0.9156074935244866,1.3074408767544703,12,48.751799999999996
23,78.6,1.73,192,156,56,1.47,1147.0,32.3,1.5,4,2,26.26,0,2,0,136,775.0,0.8124576844955992,2.4337244676227727,8,53.2122
36,109.8,1.62,193,141,68,0.84,651.0,24.4,3.5,3,1,41.84,1,3,1,125,765.8823529411765,0.7305320967825502,1.8883643432379895,3,83.0088
28,114.2,1.87,184,166,55,1.05,959.0,20.2,3.2,3,2,32.66,1,3,0,129,904.7169811320754,0.9021248845171459,1.9635844341306674,6,91.1316
33,59.0,1.67,175,124,55,0.9,558.0,33.7,1.9,3,1,21.16,0,1,1,120,613.1868131868132,0.7085309410890807,1.6661617691608603,3,39.117000000000004
31,48.8,1.51,195,131,60,1.48,969.0,28.2,2.0,2,1,21.4,0,1,1,135,650.3355704697987,0.6717604225424337,1.9348597226701063,2,35.038399999999996
39,58.3,1.93,165,136,58,1.35,1010.0,27.4,3.7,4,2,15.65,1,0,1,107,742.6470588235294,0.8241924731834435,1.4867982568572162,8,42.325799999999994
48,73.0,1.59,196,149,64,1.19,798.0,32.0,2.1,3,2,28.88,0,2,1,132,665.0,0.7601652976888934,1.3330556134138722,6,49.63999999999999
48,114.9,1.86,175,141,56,1.36,949.0,21.1,3.6,3,1,33.21,1,3,1,119,692.7007299270073,0.8056682475287127,1.1664236617371382,3,90.6561
47,98.2,1.9,199,148,64,0.76,557.0,22.9,3.0,3,1,27.2,1,2,1,135,723.3766233766233,0.7436812220491433,1.3614124654328867,3,75.71220000000001
23,41.9,1.58,163,132,67,0.56,370.0,26.8,1.8,3,1,16.78,0,0,0,96,649.1228070175438,0.8097662720078523,2.911777488048674,3,30.6708
52,66.5,1.6,185,120,70,1.34,796.0,26.8,2.1,4,2,25.98,1,2,2,115,589.6296296296296,0.6486135884546782,1.3458950201884254,8,48.678
29,88.0,1.89,199,137,54,1.75,1319.0,13.3,3.5,5,3,24.64,1,1,0,145,749.4318181818181,0.6884076177076529,1.8614270941054807,15,76.29599999999999
20,74.7,1.58,172,166,62,1.04,863.0,32.8,2.4,3,2,29.92,0,2,0,110,821.9047619047619,0.9650601709202954,3.0984507746126932,6,50.19840000000001
38,83.6,1.74,164,151,51,1.66,1379.0,11.6,3.5,5,3,27.61,1,2,1,113,825.748502994012,0.9206755685628926,1.3417521704814523,15,73.9024
25,41.2,1.62,193,144,64,1.49,1073.0,28.9,2.1,4,2,15.7,0,0,0,129,715.3333333333334,0.7460753328843065,2.5589764094362253,8,29.293200000000006
39,62.0,1.64,195,127,54,0.97,678.0,27.5,3.2,3,1,23.05,1,1,1,141,691.8367346938776,0.6512486539151838,1.3842604460394772,3,44.949999999999996
45,118.4,1.95,178,168,59,1.06,881.0,24.9,2.4,3,2,31.14,1,3,1,119,823.3644859813083,0.943767204089658,1.3108198178182626,6,88.9184
42,64.8,1.65,161,166,67,1.1,904.0,24.4,2.8,3,2,23.8,1,1,1,94,814.4144144144143,1.0309918638593876,1.594858367055463,6,48.9888
38,61.4,1.54,183,131,69,1.47,963.0,30.6,2.7,3,2,25.89,0,2,1,114,650.6756756756757,0.7158078793508552,1.8153117600631414,6,42.611599999999996
24,88.2,1.79,177,154,65,1.76,1491.0,11.3,3.5,4,3,27.53,1,2,0,112,842.3728813559322,0.8700073442178409,2.7072053311120365,12,78.2334
52,79.4,1.59,166,163,59,1.39,1020.0,26.6,1.5,3,2,31.41,0,3,2,107,728.5714285714287,0.9818685621348112,1.1343972313016728,6,58.2796
34,75.6,1.6,193,130,51,0.64,416.0,29.1,2.7,2,1,29.53,0,2,1,142,640.0,0.67354023107611,1.4995589532490445,2,53.60039999999999
42,50.7,1.75,163,162,51,1.29,940.0,29.0,1.9,3,2,16.56,0,0,1,112,723.0769230769231,0.9938040611005461,1.2139966674601286,6,35.997
34,68.4,1.5,192,132,61,1.37,904.0,33.7,2.1,4,2,30.4,0,3,1,131,655.0724637681159,0.6874641945731993,1.7935901205527787,8,45.3492
46,74.9,1.53,179,151,66,1.3,883.0,33.9,2.1,4,2,32.0,0,3,1,113,674.0458015267176,0.8435282945086867,1.4344707672245165,8,49.508900000000004
33,56.4,1.54,165,155,63,1.06,822.0,29.2,1.5,3,1,23.78,0,1,1,102,768.2242990654205,0.9393370098781892,1.9085125719478946,3,39.9312
41,74.3,1.61,160,136,51,1.06,714.0,24.8,3.5,4,2,28.66,1,2,1,109,667.2897196261682,0.8499468783201051,1.2435991221653255,8,55.873599999999996
43,61.5,1.58,165,149,50,1.86,1247.0,16.8,2.7,5,3,24.64,0,1,1,115,666.8449197860962,0.9029755772377432,1.162520344106022,15,51.168
53,44.7,1.79,164,160,72,1.34,965.0,26.7,2.1,3,2,13.95,0,0,2,92,714.8148148148148,0.9755502713249192,1.3582342954159594,6,32.765100000000004
18,83.2,1.96,183,150,67,1.83,1510.0,13.6,3.5,4,3,21.66,1,1,0,116,820.6521739130435,0.8196273427681547,3.7201554691837866,12,71.8848
55,52.1,1.68,180,167,50,0.77,637.0,23.6,3.0,3,1,18.46,1,0,2,130,816.6666666666666,0.9277262374312538,0.9089256498818397,3,39.8044
58,66.1,1.75,169,128,57,0.63,363.0,25.2,1.8,2,1,21.58,0,1,2,112,567.1875,0.75735163599787,0.9825892087571109,2,49.4428
59,65.5,1.52,161,162,61,1.4,1021.0,31.2,2.1,3,2,28.35,0,2,2,100,724.113475177305,1.0061486864169928,1.0337230977800373,6,45.06399999999999
50,86.7,1.63,161,143,58,1.7,1203.0,12.1,3.5,4,3,32.63,1,3,2,103,703.5087719298245,0.8881435935656171,1.1597680463907218,12,76.2093
46,58.9,1.7,180,155,53,1.52,1060.0,17.1,2.7,4,3,20.38,0,1,1,127,692.8104575163399,0.861063274262541,1.1519234948924146,12,48.8281
31,79.7,1.54,184,144,59,1.03,742.0,26.7,2.3,4,2,33.61,0,3,1,125,713.4615384615385,0.7825661648823434,1.9026120606256045,8,58.4201
50,51.5,1.71,199,155,64,1.48,1136.0,20.9,2.9,2,1,17.61,1,0,2,135,762.4161073825503,0.778855333902819,1.2797440511897622,2,40.7365
58,74.6,1.75,193,137,58,1.09,739.0,24.2,2.9,2,1,24.36,1,1,2,135,671.8181818181818,0.7098077819802083,0.9998276159282883,2,56.5468
54,78.4,1.9,174,146,72,0.81,585.0,21.5,3.7,2,1,21.72,1,1,2,102,713.4146341463414,0.839032239526464,1.3330864654693575,2,61.544000000000004
